,GDP (current US$),GNI per capita,Industry (% of GDP),Manufacturing (% of GDP),Foreign direct investment (% of GDP),"Population, total",Urban population (% of total),Population growth (annual %),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),Access to electricity (% of population),Fossil fuel energy consumption (% of total),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),PM2.5 air pollution (micrograms per cubic meter),CO2 emissions (metric tons per capita),Total greenhouse gas emissions (per capita),Demand (TWh),Country
2030-12-31,113785685789.43222,18349.563795820628,9.576008921645418,0.21676932116109882,-133.3286478103405,6839542.077446537,100.0,5.009581883751283,436.3374152640208,5739.78669259126,100.0,100.10132022295133,90.12194455149391,163.36578585146796,14.651690938681432,1.0151292615600873,1.4661770369685918,42.85412438138201,Singapore
2031-12-31,559970991724.9454,102235.01450881288,21.478261145046215,17.922338725362096,175.19290872503763,4780381.549253136,100.0,-34.124262206929714,4697.522382112239,8448.126323146476,100.0,80.03418339501945,127.34214746269372,125.81620652223238,11.330972827790454,14.054002986402551,17.88398002248763,62.08543395741524,Singapore
2032-12-31,960015150268.8113,99787.14106887537,35.60084638486323,38.00759791707281,63.60424689221309,5275812.04440902,100.0,7.1972581464651935,11333.78290636206,11408.508793140718,100.0,81.22570913077485,110.54170998643386,133.24556013183113,15.245619105615964,18.36992876102017,23.74599762197213,69.29356280770959,Singapore
2033-12-31,193126199323.28146,26397.368102223103,13.597992282017843,1.2550504962527214,-135.64197214571828,7628483.409135419,100.0,29.973211444447088,2120.5594563950094,7204.31223212556,100.0,103.49771348055886,28.24716905713028,206.01527795617432,29.846457679380794,4.407039158606326,4.659928436646245,53.99490177533852,Singapore
2034-12-31,-60060282051.54465,18667.432493061235,4.771975123579441,2.054718385167689,16.170646577387956,5895125.519494865,100.0,-25.143855525845623,-895.3461274715955,5289.026596712785,100.0,94.63348063725634,140.6196118268383,111.66360478251562,0.24661920450774133,1.4899842084536434,3.0021877628326425,37.53878350101762,Singapore
2035-12-31,1198689919695.7346,169762.12974170374,40.351523756076325,45.12170715456125,263.8161895590837,3140763.5723917363,100.0,-49.41451411593487,12200.282979523125,12415.361519329213,100.0,70.16410040631857,152.09458428868157,98.51540282912501,9.936125898047734,26.85692434672783,34.28898798757473,81.92632469831031,Singapore
2023-12-31,481536936686.0825,7159.821943927519,35.86413268621632,27.508310660232198,0.9455343822330573,71932828.20380446,54.068317210145295,-0.049455431574570885,1774.4597769402824,2443.945892044726,106.2145736622257,79.27314937190866,99.5631478331722,165.71721182376191,28.19827128917033,3.6045928825589915,6.0851347532604825,217.04140595023532,Thailand
2024-12-31,553926713938.7681,7618.4984944534635,37.40176258686723,29.234762627769342,3.3983166673403113,72295431.73031226,55.16182047279588,-0.0638500472787783,1813.4948550426257,2560.236643626353,111.87056204762258,79.70434091005143,102.6850175815677,171.41330873750115,28.567479478868893,3.600475001488637,6.281898127738753,224.15828485809686,Thailand
2025-12-31,645687484570.0986,8720.35004937252,38.21731071667876,29.611785084204566,3.8612424684383173,72416542.63223949,56.12652104350577,-0.11883458199450248,1921.1313259693234,2627.382905134291,99.95528055003558,79.70622969091512,101.47617690522347,192.81708539896698,31.76504470999803,3.731348643943882,6.613702295521824,227.0106913908789,Thailand
2026-12-31,622611392707.0679,9263.386112671284,37.59516935307459,27.948153815338163,2.019679180520988,72592453.66364898,57.252170697373586,-0.17370335171552342,1877.9664306494064,2585.9212450115747,106.74616237872822,78.85693187276875,97.96826152663527,179.24113798220287,30.207274672584578,3.7071688182567,6.53657670757368,218.75707423243773,Thailand
2027-12-31,556800345419.9015,8957.726646155916,39.26123725110294,29.080744356209447,3.0690627500464807,73006925.79287462,58.71562944987943,-0.19521267004258402,1881.3517935483974,2687.292104483432,116.3632399890372,78.38939791346728,103.95463665932277,162.74419774137874,30.208823111489963,3.490732179664448,6.540535515884664,219.88474307330972,Thailand
2028-12-31,633989430801.2878,9250.466959249217,43.04654195013026,33.1596854021473,5.085561824979994,73443080.8300124,59.953593231360344,-0.22719403891299583,2073.562543582423,2951.6314030753474,112.3717503587852,78.4136883594948,102.13373663857959,183.80544328275363,24.3384059928917,3.7550695974098622,6.979375698559024,239.81254549388845,Thailand
2029-12-31,613510747227.1912,9398.017551881157,40.28350035667691,29.68101247545701,-0.26345519527871186,73750300.03265475,60.60364484522452,-0.20889386901004536,1972.49910027267,2824.702398000678,109.46587409928755,78.15427897937303,93.00813534695098,194.78683534274066,17.643232568555923,3.6751833900089133,6.924753107815203,231.52908979605888,Thailand
2030-12-31,647477920133.0304,9922.839861412644,41.20722673832596,29.49514614752308,7.151736272490462,74405895.65650456,61.73645939948378,-0.14070936030369885,2104.900106263838,3072.7601526410763,119.57606484383875,77.88102240908046,88.84382149887956,209.24975875493618,23.90208737844197,3.929468320386752,7.305406800064633,254.00669047556642,Thailand
2031-12-31,746277738602.7722,10275.316223595866,41.954154796048535,30.680721561888443,5.6044500906347245,75131114.1271624,62.81966331735906,-0.1537414292272331,2322.378435318205,3273.0230137690273,121.34107336298077,78.49041476210559,83.81921006672802,228.5131541558016,23.695889735064178,4.115538013111856,7.601378009263295,257.6138997428663,Thailand
2032-12-31,787544741552.5774,10951.568407389757,41.086601157499295,29.79812928489285,0.3646756020205193,75609065.98912829,63.482619812307874,-0.19633959855908323,2320.188183192752,3322.065919443978,111.94733542961173,77.06235067379127,79.16331917182971,233.54573216277663,13.119627206741342,4.139994755128228,7.404182827975601,258.36398996219987,Thailand
2033-12-31,744156483658.5775,11040.449441608514,37.96056763502623,26.30349588783196,2.3530076880075397,75978240.38883908,63.88026646566408,-0.171003867287277,2406.5050347457072,3312.276445699711,114.16388819907829,77.35302402736322,71.65961744328891,248.71472467774663,17.07602204753456,4.418606988890006,7.456477640730378,259.79732633755657,Thailand
2034-12-31,702639545824.7626,10411.770680049667,38.02808950894695,26.66483242088649,2.0653929301101708,76630346.38606724,64.50145062912928,-0.07238502551432668,2572.4686263753324,3460.742315577674,116.31097337353337,77.27278604525506,78.53984898215329,273.30964203753945,21.509775485796844,4.420970081294859,7.582128616134064,272.18287072525334,Thailand
2035-12-31,736228129695.116,10041.378480716505,38.23999687263398,27.996598952263906,2.0586647651019634,77106636.07139215,64.85857046830074,-0.11578731849524737,2586.8348419620847,3496.414349764769,116.10154069642053,77.01005749815116,76.83919096532372,267.297611786577,6.537904502190301,4.429596733286896,7.3755262360284535,273.9929512784503,Thailand
2023-12-31,463413956325.7054,4588.163107026834,40.65070460441241,24.95961466926346,4.511882520234239,100513206.40619072,39.58170346427545,0.5868598116667814,648.9027235052114,1409.127427188243,99.64439425561855,68.63141813627034,81.51272423212647,142.1139553225252,21.130503814208087,3.1073557000793306,4.58238992923753,284.80968155413325,Vietnam
2024-12-31,533586017212.35425,5430.825077356369,42.639324427362986,24.591505411153634,4.7372821550102175,101365212.9707388,40.633718404761794,0.32154746926655187,641.1452610109502,1381.463851414676,98.26700880752959,67.52521363367995,79.83787781941423,132.11848586189467,22.610750207483296,2.748499780568741,4.169678696731158,302.747048069661,Vietnam
2025-12-31,630417451846.0212,6524.393516128115,45.526336371914205,23.722224413423152,4.840058744297571,102307736.75681448,42.02546531328461,-0.010739657589606155,624.373469101571,1322.4613014718748,97.27350624780543,66.47415676306012,76.21963903308217,111.38507895712132,23.63728460507618,1.753944812076257,3.0996975338001804,317.50152957247985,Vietnam
2026-12-31,785376366108.0359,8273.182191535243,50.681589450027914,22.344315314827305,5.160000418994282,103352139.55011074,43.9402997071918,-0.5194199957380705,601.3270723623526,1246.7195342548146,95.46983084369052,63.67160910148259,72.9666829066896,89.35938237359437,24.37530475613157,-0.011920896381016455,1.2320817139856453,338.2689281779183,Vietnam
2027-12-31,1031247576858.2821,11117.642746152002,59.04997083719864,20.277144828841248,6.134326060923441,104648162.6840876,46.69325125364416,-1.3510419530995308,560.0812517892796,1085.169345213616,92.10187021492145,59.398948446341656,66.24897732964892,48.04830378164857,26.816338161532993,-2.717944515334772,-1.6317728283289652,371.3130154364064,Vietnam
2028-12-31,1415227742081.114,15611.89398331451,72.45472507918669,16.56365903270163,7.375084588119281,106391231.52631404,50.8233073225306,-2.6592021217971484,492.584758126898,845.4054954972383,86.43880204677076,52.29756570866142,52.13456288390481,-10.891810542180181,31.107621818185624,-6.932547988464526,-6.123473000367999,418.53115575063816,Vietnam
2029-12-31,2007070770505.4973,22554.397314871167,93.04838369735972,10.422721981742335,9.41321735424177,108811872.43366133,57.163636606920235,-4.701606539910567,388.0822971623767,457.76190844668224,77.63961682144304,41.430224709277596,25.34759217656105,-114.82236376588871,37.21957416576582,-13.779792280845339,-13.402166319345287,484.724125912849,Vietnam
2030-12-31,2935710994549.2334,33439.43781026313,124.99627477310558,0.27408823396091364,12.508200857196048,112286077.13183388,66.98014779880953,-7.904605862396995,225.0317071201967,-154.90117068458244,63.821802944618945,24.501318496729375,-15.570948524573701,-275.98038437912845,47.211840871747064,-24.74505803959509,-25.040995017383327,583.5655662338833,Vietnam
2031-12-31,4401455233443.049,50597.11722572745,175.7544335209322,-15.685073686797217,17.551845903052072,117501218.24677432,82.27168145827437,-12.933628501265702,-33.9283924308254,-1127.7316581130485,42.03359001759152,-2.6411545372410785,-82.45713634919322,-535.2864056664118,61.953740240213136,-42.25144662348103,-43.610489741194066,735.5966569494923,Vietnam
2032-12-31,6716060237291.004,77740.19432922607,256.2767128144979,-40.9264084385722,25.696666092446495,125459555.34722798,106.23133330737943,-20.874824038730925,-444.8934936608837,-2674.4520997277473,7.432161436574376,-45.79302901765708,-186.67898204702425,-938.2355798355894,85.92771040941176,-69.91007211923689,-72.95334972714848,974.0050527194852,Vietnam
2033-12-31,10368551167916.72,120606.9637327779,383.511379124777,-80.94060520916759,38.51533264610818,137798436.01435786,143.9168985212906,-33.43259118574595,-1095.250483027477,-5120.906409273949,-47.58902607561582,-113.87439719334809,-354.606857792545,-1579.3988946204354,124.19513531900832,-113.56277025944993,-119.26135720850995,1348.543850106543,Vietnam
2034-12-31,16131872321305.143,188255.46269486082,583.9759201764806,-144.57630186518134,58.73827533827767,157054877.7425251,203.29874219874026,-53.252832547471215,-2120.8979441933407,-8982.699857474556,-134.38478260014693,-221.2311675606162,-621.972267357465,-2592.240399774682,184.36955731020876,-182.60271403586367,-192.51332366205585,1934.5230435319133,Vietnam
2035-12-31,25227472630426.777,295024.4916737075,900.6039358936363,-245.14133612154245,90.65438260280257,187226364.36360127,296.95336374949125,-84.53451980369313,-3741.9723970364244,-15088.104361562868,-271.40248518132387,-390.9339241975907,-1044.844193189901,-4194.563937638572,279.1796477624217,-291.7757198294067,-308.3230972726522,2855.907192385069,Vietnam
