country_code,country_name,year,"Population, total",Population growth (annual %),Urban population (% of total),Rural population (% of total),GDP (current US$),GNI per capita,Industry (% of GDP),Manufacturing (% of GDP),Foreign direct investment (% of GDP),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),Residential energy consumption (% of total),Renewable electricity output (% of total),Fossil fuel electricity production (%),Fossil fuel energy consumption (% of total),Access to electricity (% of population),Electric power transmission and distribution losses (% of output),Access to clean fuels and technologies for cooking,Energy imports (% of energy use),Energy productivity (GDP per unit energy),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),PM2.5 air pollution (micrograms per cubic meter)
,,2029,,,,,,,30.5335808308347,,,,,,,,,,,,,,,,
,,2030,,,,,,,30.5335808308347,,,,,,,,,,,,,,,,
,,2031,,,,,,,30.5335808308347,,,,,,,,,,,,,,,,
,,2032,,,,,,,30.5335808308347,,,,,,,,,,,,,,,,
,,2033,,,,,,,30.5335808308347,,,,,,,,,,,,,,,,
,,2034,,,,,,,30.5335808308347,,,,,,,,,,,,,,,,
,,2035,,,,,,,30.5335808308347,,,,,,,,,,,,,,,,
MMR,Myanmar,2000,,,,,,,9.69226113586128,,,,,,,,,,,,,,,,
MMR,Myanmar,2001,,,,,,,10.5804943321805,,,,,,,,,,,,,,,,
MMR,Myanmar,2002,,,,,,,13.0068954922166,,,,,,,,,,,,,,,,
MMR,Myanmar,2003,,,,,,,14.2582573952557,,,,,,,,,,,,,,,,
MMR,Myanmar,2004,,,,,,,16.3663619555986,,,,,,,,,,,,,,,,
MMR,Myanmar,2005,,,,,,,17.512204636055,,,,,,,,,,,,,,,,
MMR,Myanmar,2006,,,,,,,19.2372930203744,,,,,,,,,,,,,,,,
MMR,Myanmar,2007,,,,,,,20.4091296662276,,,,,,,,,,,,,,,,
MMR,Myanmar,2008,,,,,,,22.6658154224732,,,,,,,,,,,,,,,,
MMR,Myanmar,2009,,,,,,,24.5320050982062,,,,,,,,,,,,,,,,
MMR,Myanmar,2010,,,,,,,26.4680642743774,,,,,,,,,,,,,,,,
MMR,Myanmar,2011,,,,,,,31.2916488307023,,,,,,,,,,,,,,,,
MMR,Myanmar,2012,,,,,,,32.3730207966326,,,,,,,,,,,,,,,,
MMR,Myanmar,2013,,,,,,,32.3622196006021,,,,,,,,,,,,,,,,
MMR,Myanmar,2014,,,,,,,34.4897147952284,,,,,,,,,,,,,,,,
MMR,Myanmar,2015,,,,,,,34.4688212621645,,,,,,,,,,,,,,,,
MMR,Myanmar,2016,,,,,,,34.8095048832944,,,,,,,,,,,,,,,,
MMR,Myanmar,2017,,,,,,,36.8009211203558,,,,,,,,,,,,,,,,
MMR,Myanmar,2018,,,,,,,36.9634615021809,,,,,,,,,,,,,,,,
MMR,Myanmar,2019,,,,,,,38.4126110918443,,,,,,,,,,,,,,,,
MMR,Myanmar,2020,,,,,,,37.5439155484288,,,,,,,,,,,,,,,,
MMR,Myanmar,2021,,,,,,,37.3108899934826,,,,,,,,,,,,,,,,
MMR,Myanmar,2022,,,,,,,38.2471357653023,,,,,,,,,,,,,,,,
MMR,Myanmar,2023,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2024,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2025,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2026,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2027,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2028,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2029,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2030,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2031,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2032,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2033,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2034,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
,,2035,,,,,,,37.5929250362669,,,,,,,,,,,,,,,,
MYS,Malaysia,2000,,,,,,,48.3205714911013,,,,,,,,,,,,,,,,
MYS,Malaysia,2001,,,,,,,46.2026949988513,,,,,,,,,,,,,,,,
MYS,Malaysia,2002,,,,,,,45.1153796974529,,,,,,,,,,,,,,,,
MYS,Malaysia,2003,,,,,,,46.5786626994835,,,,,,,,,,,,,,,,
MYS,Malaysia,2004,,,,,,,48.5303176049683,,,,,,,,,,,,,,,,
MYS,Malaysia,2005,,,,,,,46.3683224854575,,,,,,,,,,,,,,,,
MYS,Malaysia,2006,,,,,,,46.5156572562267,,,,,,,,,,,,,,,,
MYS,Malaysia,2007,,,,,,,44.5959960321039,,,,,,,,,,,,,,,,
MYS,Malaysia,2008,,,,,,,45.1050654004356,,,,,,,,,,,,,,,,
MYS,Malaysia,2009,,,,,,,40.9678238412473,,,,,,,,,,,,,,,,
MYS,Malaysia,2010,,,,,,,40.4989323548818,,,,,,,,,,,,,,,,
MYS,Malaysia,2011,,,,,,,39.8242687277964,,,,,,,,,,,,,,,,
MYS,Malaysia,2012,,,,,,,40.1350010090069,,,,,,,,,,,,,,,,
MYS,Malaysia,2013,,,,,,,39.8853736547897,,,,,,,,,,,,,,,,
MYS,Malaysia,2014,,,,,,,39.9244244845871,,,,,,,,,,,,,,,,
MYS,Malaysia,2015,,,,,,,38.4496697879603,,,,,,,,,,,,,,,,
MYS,Malaysia,2016,,,,,,,37.6832735037439,,,,,,,,,,,,,,,,
MYS,Malaysia,2017,,,,,,,38.1147163565611,,,,,,,,,,,,,,,,
MYS,Malaysia,2018,,,,,,,38.2914391724977,,,,,,,,,,,,,,,,
MYS,Malaysia,2019,,,,,,,37.4765552390649,,,,,,,,,,,,,,,,
MYS,Malaysia,2020,,,,,,,35.9347385342535,,,,,,,,,,,,,,,,
MYS,Malaysia,2021,,,,,,,37.6826861838931,,,,,,,,,,,,,,,,
MYS,Malaysia,2022,,,,,,,39.0948343009769,,,,,,,,,,,,,,,,
MYS,Malaysia,2023,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2024,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2025,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2026,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2027,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2028,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2029,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2030,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2031,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2032,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2033,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2034,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
,,2035,,,,,,,37.6697498125523,,,,,,,,,,,,,,,,
PHL,Philippines,2000,,,,,,,34.9752844865482,,,,,,,,,,,,,,,,
PHL,Philippines,2001,,,,,,,34.8976152580491,,,,,,,,,,,,,,,,
PHL,Philippines,2002,,,,,,,34.78343526285,,,,,,,,,,,,,,,,
PHL,Philippines,2003,,,,,,,34.5405640298629,,,,,,,,,,,,,,,,
PHL,Philippines,2004,,,,,,,33.6186962072883,,,,,,,,,,,,,,,,
PHL,Philippines,2005,,,,,,,33.8136763053241,,,,,,,,,,,,,,,,
PHL,Philippines,2006,,,,,,,33.4625853303804,,,,,,,,,,,,,,,,
PHL,Philippines,2007,,,,,,,33.000860932449,,,,,,,,,,,,,,,,
PHL,Philippines,2008,,,,,,,32.765288410954,,,,,,,,,,,,,,,,
PHL,Philippines,2009,,,,,,,31.5225426812628,,,,,,,,,,,,,,,,
PHL,Philippines,2010,,,,,,,32.3395560456604,,,,,,,,,,,,,,,,
PHL,Philippines,2011,,,,,,,31.3386827822291,,,,,,,,,,,,,,,,
PHL,Philippines,2012,,,,,,,31.3994933621089,,,,,,,,,,,,,,,,
PHL,Philippines,2013,,,,,,,30.7754466321992,,,,,,,,,,,,,,,,
PHL,Philippines,2014,,,,,,,31.0474444746342,,,,,,,,,,,,,,,,
PHL,Philippines,2015,,,,,,,30.4819509830595,,,,,,,,,,,,,,,,
PHL,Philippines,2016,,,,,,,30.2859171676697,,,,,,,,,,,,,,,,
PHL,Philippines,2017,,,,,,,30.1265505771364,,,,,,,,,,,,,,,,
PHL,Philippines,2018,,,,,,,30.5637401551561,,,,,,,,,,,,,,,,
PHL,Philippines,2019,,,,,,,30.3275078789962,,,,,,,,,,,,,,,,
PHL,Philippines,2020,,,,,,,28.3999175850521,,,,,,,,,,,,,,,,
PHL,Philippines,2021,,,,,,,28.8898091185459,,,,,,,,,,,,,,,,
PHL,Philippines,2022,,,,,,,29.2212399364338,,,,,,,,,,,,,,,,
PHL,Philippines,2023,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2024,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2025,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2026,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2027,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2028,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2029,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2030,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2031,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2032,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2033,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2034,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
,,2035,,,,,,,28.1806863621071,,,,,,,,,,,,,,,,
SGP,Singapore,2000,,,,,,,32.4585044954973,,,,,,,,,,,,,,,,
SGP,Singapore,2001,,,,,,,30.3796610759446,,,,,,,,,,,,,,,,
SGP,Singapore,2002,,,,,,,30.7456754181249,,,,,,,,,,,,,,,,
SGP,Singapore,2003,,,,,,,30.2248029160952,,,,,,,,,,,,,,,,
SGP,Singapore,2004,,,,,,,31.8858938554669,,,,,,,,,,,,,,,,
SGP,Singapore,2005,,,,,,,31.4076522049802,,,,,,,,,,,,,,,,
SGP,Singapore,2006,,,,,,,30.8942965496098,,,,,,,,,,,,,,,,
SGP,Singapore,2007,,,,,,,28.2257709638809,,,,,,,,,,,,,,,,
SGP,Singapore,2008,,,,,,,26.4153381596662,,,,,,,,,,,,,,,,
SGP,Singapore,2009,,,,,,,27.0163193688262,,,,,,,,,,,,,,,,
SGP,Singapore,2010,,,,,,,26.6358717243037,,,,,,,,,,,,,,,,
SGP,Singapore,2011,,,,,,,25.2595925808817,,,,,,,,,,,,,,,,
SGP,Singapore,2012,,,,,,,25.0222021555412,,,,,,,,,,,,,,,,
SGP,Singapore,2013,,,,,,,23.4427286283197,,,,,,,,,,,,,,,,
SGP,Singapore,2014,,,,,,,24.1685192477514,,,,,,,,,,,,,,,,
SGP,Singapore,2015,,,,,,,24.2880229055028,,,,,,,,,,,,,,,,
SGP,Singapore,2016,,,,,,,23.2451586103696,,,,,,,,,,,,,,,,
SGP,Singapore,2017,,,,,,,23.525059681983,,,,,,,,,,,,,,,,
SGP,Singapore,2018,,,,,,,25.3939316090861,,,,,,,,,,,,,,,,
SGP,Singapore,2019,,,,,,,24.0213523823824,,,,,,,,,,,,,,,,
SGP,Singapore,2020,,,,,,,23.2086930878604,,,,,,,,,,,,,,,,
SGP,Singapore,2021,,,,,,,24.2773628887138,,,,,,,,,,,,,,,,
SGP,Singapore,2022,,,,,,,23.7466066693208,,,,,,,,,,,,,,,,
SGP,Singapore,2023,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2024,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2025,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2026,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2027,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2028,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2029,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2030,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2031,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2032,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2033,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2034,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
,,2035,,,,,,,22.4003613246571,,,,,,,,,,,,,,,,
THA,Thailand,2000,,,,,,,36.6694083813627,,,,,,,,,,,,,,,,
THA,Thailand,2001,,,,,,,36.3210034946673,,,,,,,,,,,,,,,,
THA,Thailand,2002,,,,,,,36.8944314471526,,,,,,,,,,,,,,,,
THA,Thailand,2003,,,,,,,37.9181748920386,,,,,,,,,,,,,,,,
THA,Thailand,2004,,,,,,,37.9023024950671,,,,,,,,,,,,,,,,
THA,Thailand,2005,,,,,,,38.5052107116361,,,,,,,,,,,,,,,,
THA,Thailand,2006,,,,,,,39.146855883906,,,,,,,,,,,,,,,,
THA,Thailand,2007,,,,,,,39.4313718771557,,,,,,,,,,,,,,,,
THA,Thailand,2008,,,,,,,39.4796129651304,,,,,,,,,,,,,,,,
THA,Thailand,2009,,,,,,,38.6085988884387,,,,,,,,,,,,,,,,
THA,Thailand,2010,,,,,,,39.9217256985357,,,,,,,,,,,,,,,,
THA,Thailand,2011,,,,,,,37.9813982711097,,,,,,,,,,,,,,,,
THA,Thailand,2012,,,,,,,37.343694137461,,,,,,,,,,,,,,,,
THA,Thailand,2013,,,,,,,36.8985884648101,,,,,,,,,,,,,,,,
THA,Thailand,2014,,,,,,,36.7630403655124,,,,,,,,,,,,,,,,
THA,Thailand,2015,,,,,,,36.1791773262667,,,,,,,,,,,,,,,,
THA,Thailand,2016,,,,,,,35.586765405076,,,,,,,,,,,,,,,,
THA,Thailand,2017,,,,,,,35.018759526322,,,,,,,,,,,,,,,,
THA,Thailand,2018,,,,,,,34.7424896675041,,,,,,,,,,,,,,,,
THA,Thailand,2019,,,,,,,33.5939105133265,,,,,,,,,,,,,,,,
THA,Thailand,2020,,,,,,,33.2907229678575,,,,,,,,,,,,,,,,
THA,Thailand,2021,,,,,,,35.0496469400617,,,,,,,,,,,,,,,,
THA,Thailand,2022,,,,,,,35.1520930324896,,,,,,,,,,,,,,,,
THA,Thailand,2023,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2024,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2025,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2026,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2027,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2028,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2029,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2030,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2031,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2032,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2033,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2034,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
,,2035,,,,,,,32.8865389081309,,,,,,,,,,,,,,,,
VNM,Vietnam,2000,,,,,,,36.7307753268455,,,,,,,,,,,,,,,,
VNM,Vietnam,2001,,,,,,,38.1294216644677,,,,,,,,,,,,,,,,
VNM,Vietnam,2002,,,,,,,38.4866787864761,,,,,,,,,,,,,,,,
VNM,Vietnam,2003,,,,,,,39.4700078083864,,,,,,,,,,,,,,,,
VNM,Vietnam,2004,,,,,,,40.2087495299221,,,,,,,,,,,,,,,,
VNM,Vietnam,2005,,,,,,,38.1311399002846,,,,,,,,,,,,,,,,
VNM,Vietnam,2006,,,,,,,38.5847310338981,,,,,,,,,,,,,,,,
VNM,Vietnam,2007,,,,,,,38.5116248479069,,,,,,,,,,,,,,,,
VNM,Vietnam,2008,,,,,,,37.0776963788801,,,,,,,,,,,,,,,,
VNM,Vietnam,2009,,,,,,,37.3881863793419,,,,,,,,,,,,,,,,
VNM,Vietnam,2010,,,,,,,33.0228771360005,,,,,,,,,,,,,,,,
VNM,Vietnam,2011,,,,,,,34.580408780539,,,,,,,,,,,,,,,,
VNM,Vietnam,2012,,,,,,,35.8602323946766,,,,,,,,,,,,,,,,
VNM,Vietnam,2013,,,,,,,35.575150437736,,,,,,,,,,,,,,,,
VNM,Vietnam,2014,,,,,,,35.2985684880333,,,,,,,,,,,,,,,,
VNM,Vietnam,2015,,,,,,,34.2665466382117,,,,,,,,,,,,,,,,
VNM,Vietnam,2016,,,,,,,34.1152288612372,,,,,,,,,,,,,,,,
VNM,Vietnam,2017,,,,,,,35.3903640729728,,,,,,,,,,,,,,,,
VNM,Vietnam,2018,,,,,,,36.5424334086447,,,,,,,,,,,,,,,,
VNM,Vietnam,2019,,,,,,,36.8031368977554,,,,,,,,,,,,,,,,
VNM,Vietnam,2020,,,,,,,36.7437132938801,,,,,,,,,,,,,,,,
VNM,Vietnam,2021,,,,,,,37.39151924693,,,,,,,,,,,,,,,,
VNM,Vietnam,2022,,,,,,,38.175376111625,,,,,,,,,,,,,,,,
VNM,Vietnam,2023,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2024,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2025,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2026,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2027,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2028,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2029,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2030,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2031,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2032,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2033,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2034,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
,,2035,,,,,,,37.1201018368351,,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2000,,,,,,,,2.45967156476995,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2001,,,,,,,,2.29641446656721,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2002,,,,,,,,2.85753016535136,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2003,,,,,,,,2.49651780543055,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2004,,,,,,,,2.1141374391862,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2005,,,,,,,,1.6722499966591,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2006,,,,,,,,1.2269150521277,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2007,,,,,,,,1.10446083928724,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2008,,,,,,,,0.902506028214556,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2009,,,,,,,,1.22236133267364,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2010,,,,,,,,1.24945271925881,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2011,,,,,,,,1.22071585484908,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2012,,,,,,,,1.45830396709514,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2013,,,,,,,,1.14519241910596,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2014,,,,,,,,1.58675856271092,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2015,,,,,,,,1.6178324732843,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2016,,,,,,,,1.80933250875751,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2017,,,,,,,,1.76286616709727,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2018,,,,,,,,2.13432149853163,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2019,,,,,,,,2.32782256470564,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2020,,,,,,,,6.83209894472881,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2021,,,,,,,,9.67845068289214,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2022,,,,,,,,11.625807221824,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2023,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2024,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2025,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2026,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2027,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2028,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2029,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2030,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2031,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2032,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2033,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2034,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
,,2035,,,,,,,,10.3563505081171,,,,,,,,,,,,,,,
IDN,Indonesia,2000,,,,,,,,22.6597512077359,,,,,,,,,,,,,,,
IDN,Indonesia,2001,,,,,,,,30.7545972173123,,,,,,,,,,,,,,,
IDN,Indonesia,2002,,,,,,,,31.9532784940709,,,,,,,,,,,,,,,
IDN,Indonesia,2003,,,,,,,,28.2528418444569,,,,,,,,,,,,,,,
IDN,Indonesia,2004,,,,,,,,28.0658265856536,,,,,,,,,,,,,,,
IDN,Indonesia,2005,,,,,,,,27.4075074800459,,,,,,,,,,,,,,,
IDN,Indonesia,2006,,,,,,,,27.5375740802453,,,,,,,,,,,,,,,
IDN,Indonesia,2007,,,,,,,,27.0484127487931,,,,,,,,,,,,,,,
IDN,Indonesia,2008,,,,,,,,27.8142729854304,,,,,,,,,,,,,,,
IDN,Indonesia,2009,,,,,,,,26.3554745271064,,,,,,,,,,,,,,,
IDN,Indonesia,2010,,,,,,,,22.0386285924438,,,,,,,,,,,,,,,
IDN,Indonesia,2011,,,,,,,,21.7608545038476,,,,,,,,,,,,,,,
IDN,Indonesia,2012,,,,,,,,21.4509550553875,,,,,,,,,,,,,,,
IDN,Indonesia,2013,,,,,,,,21.0286886817218,,,,,,,,,,,,,,,
IDN,Indonesia,2014,,,,,,,,21.0751760505565,,,,,,,,,,,,,,,
IDN,Indonesia,2015,,,,,,,,20.9857874310206,,,,,,,,,,,,,,,
IDN,Indonesia,2016,,,,,,,,20.5229746805052,,,,,,,,,,,,,,,
IDN,Indonesia,2017,,,,,,,,20.1600223614347,,,,,,,,,,,,,,,
IDN,Indonesia,2018,,,,,,,,19.8631933835963,,,,,,,,,,,,,,,
IDN,Indonesia,2019,,,,,,,,19.7035390875513,,,,,,,,,,,,,,,
IDN,Indonesia,2020,,,,,,,,19.8664218856304,,,,,,,,,,,,,,,
IDN,Indonesia,2021,,,,,,,,19.2434077817738,,,,,,,,,,,,,,,
IDN,Indonesia,2022,,,,,,,,18.3365234606157,,,,,,,,,,,,,,,
IDN,Indonesia,2023,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2024,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2025,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2026,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2027,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2028,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2029,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2030,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2031,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2032,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2033,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2034,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
,,2035,,,,,,,,18.6673912499385,,,,,,,,,,,,,,,
KHM,Cambodia,2000,,,,,,,,15.8261662510115,,,,,,,,,,,,,,,
KHM,Cambodia,2001,,,,,,,,17.2541894040738,,,,,,,,,,,,,,,
KHM,Cambodia,2002,,,,,,,,18.9154863158961,,,,,,,,,,,,,,,
KHM,Cambodia,2003,,,,,,,,19.8968986028874,,,,,,,,,,,,,,,
KHM,Cambodia,2004,,,,,,,,21.2194689273508,,,,,,,,,,,,,,,
KHM,Cambodia,2005,,,,,,,,20.7794318646994,,,,,,,,,,,,,,,
KHM,Cambodia,2006,,,,,,,,22.0996133735908,,,,,,,,,,,,,,,
KHM,Cambodia,2007,,,,,,,,21.2708661128182,,,,,,,,,,,,,,,
KHM,Cambodia,2008,,,,,,,,19.6900110312326,,,,,,,,,,,,,,,
KHM,Cambodia,2009,,,,,,,,19.0921648734407,,,,,,,,,,,,,,,
KHM,Cambodia,2010,,,,,,,,19.6933673443391,,,,,,,,,,,,,,,
KHM,Cambodia,2011,,,,,,,,20.5921067908236,,,,,,,,,,,,,,,
KHM,Cambodia,2012,,,,,,,,20.9212544909796,,,,,,,,,,,,,,,
KHM,Cambodia,2013,,,,,,,,21.6035358243074,,,,,,,,,,,,,,,
KHM,Cambodia,2014,,,,,,,,21.7999725120974,,,,,,,,,,,,,,,
KHM,Cambodia,2015,,,,,,,,22.4571002060738,,,,,,,,,,,,,,,
KHM,Cambodia,2016,,,,,,,,22.7340356176555,,,,,,,,,,,,,,,
KHM,Cambodia,2017,,,,,,,,23.1551231795313,,,,,,,,,,,,,,,
KHM,Cambodia,2018,,,,,,,,23.5663927875165,,,,,,,,,,,,,,,
KHM,Cambodia,2019,,,,,,,,24.6156471977013,,,,,,,,,,,,,,,
KHM,Cambodia,2020,,,,,,,,23.9980719281973,,,,,,,,,,,,,,,
KHM,Cambodia,2021,,,,,,,,26.653916852434,,,,,,,,,,,,,,,
KHM,Cambodia,2022,,,,,,,,27.1223298665315,,,,,,,,,,,,,,,
KHM,Cambodia,2023,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2024,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2025,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2026,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2027,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2028,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2029,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2030,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2031,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2032,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2033,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2034,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
,,2035,,,,,,,,26.3329383959453,,,,,,,,,,,,,,,
LAO,Lao PDR,2000,,,,,,,,8.71088702828675,,,,,,,,,,,,,,,
LAO,Lao PDR,2001,,,,,,,,9.1444310735075,,,,,,,,,,,,,,,
LAO,Lao PDR,2002,,,,,,,,10.1492602809144,,,,,,,,,,,,,,,
LAO,Lao PDR,2003,,,,,,,,9.81210926959904,,,,,,,,,,,,,,,
LAO,Lao PDR,2004,,,,,,,,10.09899321317,,,,,,,,,,,,,,,
LAO,Lao PDR,2005,,,,,,,,9.64161022318721,,,,,,,,,,,,,,,
LAO,Lao PDR,2006,,,,,,,,9.455624322685,,,,,,,,,,,,,,,
LAO,Lao PDR,2007,,,,,,,,10.0618302002961,,,,,,,,,,,,,,,
